violence,protest,proccd_text,text
0,1,rt usrId moby den destek var 340970241704210432 sat jun DD 23 16 55 00 2DD3 rt usrId #karma is truly a httpAddress #erdogan #turkey #occupygezipark #occupyistanbul #occupytaksim #taksim #taksimsquare #taksimgezipark # 340970248410906624 sat jun DD 23 16 56 00 2DD3 rt usrId ismihanyilmaz let s get the picture right this is called vandalism not protest ! httpAddress #gezipark,"RT @AylinAsLIM: MOBY'den destek var
340970241704210432,Sat Jun 01 23:16:55 +0000 2013,RT @CDekki: #Karma is truly a b*tch. #Erdogan #Turkey #OccupyGeziPark #occupyistanbul #occupytaksim #Taksim #taksimsquare #taksimgezipark #
340970248410906624,Sat Jun 01 23:16:56 +0000 2013,""RT @ayshehilal: ""@ismihanyilmaz: Let's get the picture right, this is called VANDALISM, not protest! http://t.co/vkOX0x0Bak #GeziPark"""
1,1,the police are trying to coax people into leaving hilton by telling them they won t be taken into httpAddress #occupygezi,"The police are trying to coax people into leaving Hilton, by telling them they won't be taken into custody. #occupygezi"
1,1,usrId usrId many people are exposed to violance in istanbul since they are against the dictatorship ! media is under the blackout ! announce !,@ZDFheute @ZDF Many people are exposed to violance IN ISTANBUL since they are against the dictatorship!MEDIA IS UNDER THE BLACKOUT!ANNOUNCE!
0,0,latvia v turkey volleyball european championships live stream june 09 DD httpAddress,"Latvia v Turkey Volleyball European Championships Live Stream June 09, 2013 http://t.co/CPzKizPWM9"
1,1,rt usrId riots barricades street battles as police fight protesters in turkey photos video httpAddress #direngezip,"RT @YourAnonNews: Riots, barricades, street battles as police fight protesters in Turkey (PHOTOS, VIDEO) http://t.co/mitwcDr76N #direngezip"
0,0,chatham house expert comment #turkey confrontational politics is no httpAddress httpAddress,"Chatham House Expert Comment, #Turkey: Confrontational Politics is No Panacea. http://t.co/9rSRHUYoN6"
1,1,rt usrId police kickin the person who is stuck under police vehicle ! tell to world turkish police killing people in taksim turkey ! usrId,RT @ntmprlst: POLICE KICKIN THE PERSON WHO IS STUCK UNDER POLICE VEHICLE! TELL TO WORLD TURKISH POLICE KILLING PEOPLE IN TAKSIM TURKEY! @An
0,0,amazing gluten free turkey avocado pita ! usrId #chicago #glutenfree httpAddress,Amazing gluten free turkey avocado pita! @bountifuleatery #chicago #glutenfree http://t.co/rQmgp7QjbM
0,0,bbc news #turkey #dam plan causes controversy httpAddress,BBC News - #Turkey #dam plan causes controversy http://t.co/vb9yFOOGPf
1,1,in ankara police is playing watergames again #occupygezi #direnankara in ankara veranstaltet die httpAddress httpAddress,"In Ankara police is playing watergames again #occupygezi #direnankara
In Ankara veranstaltet die Polizei... http://t.co/T9cIDTXxFb"
0,0,usrId the award ceremony is expected to carly rae httpAddress turkey teen music httpAddress best teen girl song is call me maybe,@carlyraejepsen The award ceremony is expected to carly rae Jepsen. Turkey Teen Music Avards. best teen girl song is -CALL ME MAYBE-
0,1,dtn world news turkish protesters vow to stay put turkish protesters vow to continue occupying istanbul s httpAddress httpAddress,DTN World News: Turkish protesters vow to stay put: Turkish protesters vow to continue occupying Istanbul's Ge... http://t.co/lROVmx5xjX
0,1,turkey may deploy army to quell anti government protests httpAddress,Turkey may deploy army to quell anti-government protests http://t.co/Phdr3pwcYT
0,1,rt usrId we just received this message from #istanbul httpAddress #occupygezi,RT @telecomix: We just received this message from #istanbul http://t.co/7k8YYRj5Ll #occupygezi
0,0,iamsatellights just eatin a turkey sandwich i want panera meow,"""@iamsatellights: Just eatin a turkey sandwich"" I want panera meow"
0,0,rt usrId turkey s stock market is down 20 in the last seven httpAddress a seat on the exchange is now just an httpAddress retires from,RT @ReformedBroker: Turkey's stock market is down 20% in the last seven days. A seat on the exchange is now just an ottoman. (retires from 
0,1,usrId usrId police is teargasing women children in turkey ! #occupygezi #cnn #bbcworld #libya #algeria #egyptair #un #ap,@JBurcu: @cnninternational police is teargasing women children in Turkey! #occupygezi #cnn #bbcworld #libya #algeria #egyptair #UN #AP
0,0,first time attempting parsley pesto and httpAddress out httpAddress ok so the turkey wings were a perfect httpAddress,First time attempting Parsley Pesto and Pene...came out perfect. Ok so the turkey wings were a perfect http://t.co/opcpGEPHu1
0,1,rt usrId #turkey s #occupygezi protesters debate erdogan s offer at D forums in the httpAddress despite crackdown threats opinion weighs aga,"RT @wsjemre: #Turkey's #occupygezi protesters debate Erdogan's offer at 7 forums in the park. Despite crackdown threats, opinion weighs aga"
0,1,rt usrId tear gas water httpAddress DD hours of powerful photos from httpAddress via httpAddress httpAddress httpAddress,RT @nycjim: Tear gas water cannon. 24 hours of powerful photos from #Turkey. via @Reuters. http://t.co/HVOUaDALU4 http://t.co/v8ozbgeBJb
0,0,hollywood thinks dwight howard is a turkey wants to make him a star httpAddress,"Hollywood thinks Dwight Howard is a turkey, wants to make him a star http://t.co/DCFB4VNcSY"
0,1,rt usrId latest travel advice for turkey httpAddress british nationals should avoid all demonstrations !,RT @UKinTurkey: LATEST TRAVEL ADVICE FOR TURKEY - https://t.co/uPHYOoBJpR - British Nationals should avoid all demonstrations!
0,0,usrId this is my second return two months on a roman dig in turkey afterwards !,"@re_jones this is my second return ^_^
Two months on a Roman dig in Turkey afterwards!"
0,0,rt usrId portugal u20 defender tiago ilori has tipped his team and nigeria to make it beyond group b of the fifa u20 world cup,RT @NigeriaNewsdesk: Portugal U20 defender Tiago Ilori has tipped his team and Nigeria to make it beyond Group B of the FIFA U20 World Cup 
0,1,rt usrId new on the blog is there a social media fueled protest style ? my analysis from #jan25 to #geziparki httpAddress,"RT @techsoc: New on the blog: Is there a ""social-media fueled protest"" style? My analysis from #jan25 to #geziparki http://t.co/rpDjuNWqms"
0,0,rt usrId watt bout jolly times on centralrt usrId rt usrId who has the turkey breakfast sandwiches in eo ? marios on munn n,"RT @OOGWes: Watt bout jolly times on centralRT @MikeeMula: RT @RodneyRikai: Who has the turkey breakfast sandwiches in EO?""Marios on Munn n"
0,0,oopps spent way too much httpAddress well least me an usrId will be looking #reem in #turkey,Ooppps spent way too much there.oh well least me an @dan2811 will be looking #reem ) in #turkey
0,1,hashtag #crazyerdogan says it all #occupygezi,hashtag #crazyErdogan says it all #OccupyGezi
0,0,picture of the day from #turkey httpAddress #ows,Picture of the day from #Turkey http://t.co/LpEesc306f #OWS
0,1,rt usrId the gezi platform is expected to make an announcement later in the httpAddress i m guessing there are fierce debates going on .,RT @zeynep: The Gezi platform is expected to make an announcement later in the afternoon. I'm guessing there are fierce debates going on. 
0,0,usrId sorry to say but httpAddress c i have my heart in certain places and sony took them all and gobbled it up like a large turkey leg,@Tolstoythebear sorry to say but yes. :c I have my heart in certain places and Sony took them all and gobbled it up like a large turkey leg
0,1,rt usrId mass protests in istanbul against the destruction of the city s last public green space are met with httpAddress httpAddress,RT @Justseeds: Mass protests in Istanbul against the destruction of the city's last public green space are met with intense... http://t.co/
0,1,the protesters had hit at the nerve of the akps raison dtre and its largest httpAddress httpAddress #direngeziparki,"""The protesters had hit at the nerve of the AKPs raison dtre and its largest vulnerability."" http://t.co/ZSiBC23Nf2 #DirenGeziParki"
0,1,rt usrId #occupygezis crowd funded nyt ad rt usrId we are on !! congratulations to everyone ! #direngezi httpAddress,RT @AntDeRosa: #OccupyGezis crowd funded NYT ad RT @muratny: We are on!!!!! Congratulations to everyone! #direngezi http://t.co/fnSsXmyxhS
0,1,rt usrId my heart is with turkish people who are defending their rights #occupygezi #direngeziparki #taksim #direnankara,RT @sneijder101010: My heart is with Turkish people who are defending their rights #occupygezi #direngeziparki #taksim #direnankara
0,1,the executive editor of one of turkeys most prominent news networks apologized to reporters for ignoring protests httpAddress,'The executive editor of one of Turkeys most prominent news networks apologized to reporters for ignoring protests' http://t.co/reUCpMV2cd
1,1,rt usrId turkey protesters get creative to fight back against tear gas 343824851301179392 sun jun DD 20 20 07 00 2013 rt usrId pm is still using women wearing veils as a political tool while these women have already started to stand up against httpAddress # 343824859761DD0560 sun jun DD 20 20 DD 00 2013 rt usrId i support all my fans from turkey who are protesting there government right now ! this is for you tayyipi sikeyim ! #turke,"RT @HuffPostUKPics: Turkey Protesters get creative to fight back against tear gas
343824851301179392,Sun Jun 09 20:20:07 +0000 2013,RT @Amaltheian: PM is still using women wearing veils as a political tool while these women have already started to stand up against him. #
343824859761090560,Sun Jun 09 20:20:09 +0000 2013,""RT @JohnnySins: I support all my fans from Turkey who are protesting there government right now! This is for you, 'Tayyipi Sikeyim!' #turke"
0,0,wrap turkey slices around colorful bell pepper sticks for an energy boosting afternoon httpAddress #yum !,Wrap turkey slices around colorful bell pepper sticks for an energy-boosting afternoon pick-me-up. #yum!
0,1,on one hand there is the fascist httpAddress the other atatrks httpAddress turkey rebellion ! cnn usrId usrId usrId #occupygezi,"On one hand there is the fascist government.On the other Atatrks sons. Turkey rebellion!
@cnn @euronews @BBCWorld @usweekly #occupygezi"
0,0,rt usrId #stoplyingcnn turkey is now not the old turkey,RT @Oguz_Duzgun: #stoplyingCNN Turkey is now not the old turkey
0,1,protesters defiant as turkey unrest goes into third day httpAddress reuters protesters lit fires and .. httpAddress,Protesters defiant as Turkey unrest goes into third day: ISTANBUL/ANKARA (Reuters) - Protesters lit fires and ... http://t.co/0aXcdQMGDq
1,1,rt usrId a little girl with her dad seeking refuge in a patisserie at taksim httpAddress usrId httpAddress #direngezipar,RT @mehmetbinay: A little girl with her dad seeking refuge in a patisserie at Taksim square. @obasturk http://t.co/1lTXUjcPDu #direngezipar
1,1,rt usrId chemicals are used people throwing up and bleeding everywhere but nothing on tv . help us #occupygezi usrId usrId usrId,"RT @dossthayati: Chemicals are used, people throwing up and bleeding everywhere but NOTHING on tv. HELP US #occupygezi @CNN @Reuters @BBCWo"
0,1,rt usrId good read erdoan shot himself in the foot in taksim httpAddress via usrId,RT @joostlagendijk: Good read: Erdoan shot himself in the foot in Taksim http://t.co/Kz3DQ3FzaN via @todayszamancom
0,0,usrId usrId didn t go into background just that they will bid for httpAddress and separate group bid and think turkey favourites,"@james_corbett @Yids didn't go into background, just that they will bid for final/s-f (and separate group bid) and think Turkey favourites"
0,0,can t say av ever been happier turkey D month away summer here #abouttime,Can't say av ever been happier TURKEY 2 month away summer here #abouttime
0,1,rt usrId our istanbul show has been httpAddress we support peaceful protest and hope excessive violence by police ends httpAddress #di,RT @The_National: Our Istanbul show has been cancelled. We support peaceful protest and hope excessive violence by police ends quickly. #di
0,0,rt usrId yup ! mt usrId erdogan says unknown powers using facebook twitter amp ,"RT @Nervana_1: Yup! MT @borzou: Erdogan says unknown powers using Facebook, Twitter &amp; media conspiring against Brazil &amp; Turkey @FT http://"
0,0,final score italy turkey httpAddress sottana 11 ress 9 ,"Final Score: Italy - Turkey 46-66. Sottana 11, Ress 9; Dalgalar 10, Tuncluer 9, Alben 9, Hollingsworth 8."
